@RELATION classifiers/SMV_RBF_new_2
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE class {C:/Users/XPS/Desktop/Clean This/Training Data/sv,C:/Users/XPS/Desktop/Clean This/Training Data/usv,C:/Users/XPS/Desktop/Clean This/Training Data/scratch}

@DATA
0.251112,0.127284,3.173329,0.294834,0.165744,0.637625,0.047350,0.296178,0.238089,0.207556,0.193022,-42.288816,-4.263870,-0.021614,0.214776,-0.079387,0.221467,0.194919,-0.275564,-0.603671,-0.083700,0.399847,-0.621295,-1.260709,0.017325,0.033184,0.062058,0.021183,0.010706,0.224408,0.019078,0.033867,0.017911,0.012089,0.003333,1.243466,0.692591,0.046861,0.097860,0.039281,0.021183,0.055681,0.046447,0.115264,0.024456,0.049271,0.094437,0.153268,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.248327,0.119258,3.245790,0.315031,0.158555,0.628190,0.038807,0.325943,0.246943,0.232943,0.220571,-42.365836,-4.190426,-0.051382,0.212366,-0.054588,0.215265,0.188612,-0.275672,-0.605768,-0.066866,0.377417,-0.618577,-1.251516,0.009879,0.015521,0.034777,0.014621,0.008627,0.120911,0.015118,0.035143,0.008257,0.010257,0.004114,1.002359,0.573306,0.026415,0.072602,0.031372,0.028423,0.041263,0.034580,0.084093,0.016081,0.046263,0.068417,0.128135,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.250867,0.074397,3.132889,0.316711,0.157262,0.843361,0.039697,0.377956,0.235200,0.216667,0.210267,-42.980931,-3.825765,-0.053151,0.161146,-0.012937,0.196143,0.150254,-0.247264,-0.557960,-0.049934,0.317019,-0.563616,-1.176436,0.020283,0.022221,0.061745,0.019494,0.012443,0.179048,0.016221,0.032978,0.012978,0.006800,0.001733,0.889098,0.519204,0.044199,0.079870,0.044184,0.046222,0.043466,0.033508,0.087509,0.026727,0.070602,0.064122,0.111273,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.271884,0.089615,3.233804,0.323713,0.164593,0.656542,0.031612,0.355567,0.263567,0.239800,0.223867,-42.548540,-4.106902,-0.027864,0.183965,-0.045976,0.225701,0.161067,-0.256942,-0.587214,-0.075040,0.369123,-0.591312,-1.234722,0.017481,0.023235,0.062818,0.016812,0.008992,0.170726,0.014803,0.034033,0.019233,0.023733,0.010200,0.810139,0.445160,0.039848,0.069824,0.025612,0.018084,0.037120,0.030004,0.073285,0.013763,0.041840,0.063706,0.102833,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.243928,0.155419,3.171482,0.300627,0.163234,0.480397,0.056347,0.284800,0.230356,0.216000,0.213200,-42.576497,-4.085107,-0.027370,0.170299,-0.050035,0.233285,0.164718,-0.266268,-0.588272,-0.059224,0.357046,-0.588938,-1.218219,0.019660,0.028356,0.063414,0.020950,0.015648,0.146768,0.026919,0.019467,0.014622,0.000711,0.003067,1.305739,0.736434,0.061869,0.127212,0.047525,0.041459,0.057459,0.045442,0.114252,0.020993,0.072197,0.100727,0.198401,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.224936,0.091059,3.051518,0.305853,0.179060,0.825196,0.051273,0.282222,0.182756,0.177867,0.175733,-43.994281,-3.258776,0.044101,0.077097,-0.010205,0.185505,0.135105,-0.208049,-0.504334,-0.121474,0.319432,-0.515951,-1.057424,0.020861,0.034404,0.179247,0.021613,0.016334,0.199885,0.015177,0.047200,0.007289,0.011644,0.011644,0.951303,0.562611,0.073908,0.079024,0.032297,0.040636,0.053555,0.033222,0.074988,0.024869,0.041288,0.062767,0.120221,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.266580,0.042818,3.253819,0.312461,0.162868,1.436114,0.027029,0.388133,0.248033,0.206733,0.191033,-43.535181,-3.558543,0.000567,0.127038,-0.013200,0.199706,0.112051,-0.209134,-0.509551,-0.088311,0.321437,-0.529628,-1.109319,0.016013,0.009170,0.035207,0.015153,0.009734,0.110432,0.011998,0.021333,0.014833,0.003400,0.002833,0.812212,0.459095,0.061781,0.062711,0.027393,0.033351,0.043353,0.038863,0.083219,0.014953,0.047384,0.055958,0.104996,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.308924,0.109862,3.190638,0.341160,0.164715,0.825095,0.040312,0.398154,0.290338,0.230985,0.225477,-42.843034,-3.938782,-0.020793,0.166560,-0.036076,0.212332,0.152950,-0.243092,-0.572918,-0.065509,0.351283,-0.580899,-1.191886,0.030671,0.018327,0.053658,0.016708,0.013151,0.130653,0.016000,0.027631,0.033354,0.006123,0.001662,0.763313,0.428985,0.046512,0.070113,0.030451,0.029940,0.034083,0.037356,0.061473,0.013348,0.039481,0.061585,0.107638,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.259892,0.062091,3.224420,0.328252,0.162623,0.702418,0.033539,0.389811,0.238189,0.232379,0.224926,-43.090668,-3.801412,-0.007005,0.152124,-0.033283,0.215476,0.135541,-0.233534,-0.546408,-0.080193,0.344962,-0.567631,-1.162813,0.028928,0.018550,0.040716,0.018407,0.012760,0.165583,0.012125,0.030316,0.011747,0.006358,0.002189,0.997780,0.547059,0.056185,0.075150,0.033536,0.028515,0.042661,0.042852,0.086773,0.018519,0.050390,0.064376,0.130202,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.337955,0.086237,3.212228,0.376611,0.169546,0.911686,0.037817,0.463368,0.319789,0.281768,0.254568,-43.533952,-3.526819,-0.015804,0.113613,-0.029114,0.225536,0.118657,-0.229825,-0.512036,-0.068938,0.301929,-0.516662,-1.102628,0.019679,0.009970,0.015574,0.018436,0.007624,0.161059,0.018687,0.024042,0.015200,0.025937,0.013474,1.069964,0.609992,0.057040,0.084914,0.045540,0.031667,0.048968,0.042869,0.089672,0.022576,0.072885,0.079642,0.145328,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.257246,0.072288,2.841118,0.327982,0.224903,0.662960,0.049186,0.289600,0.195040,0.193760,0.191040,-42.326960,-4.231980,0.005199,0.145437,-0.025983,0.194680,0.206672,-0.221206,-0.656381,-0.149303,0.471031,-0.566526,-1.352214,0.063171,0.022033,0.371351,0.025013,0.010332,0.361129,0.009223,0.093440,0.000800,0.001440,0.003840,0.665959,0.324129,0.116702,0.100239,0.103432,0.060786,0.082204,0.096064,0.059023,0.049686,0.048424,0.075761,0.102328,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.248660,0.131925,3.171044,0.290641,0.162227,0.886234,0.060905,0.320800,0.232862,0.192862,0.183015,-42.391354,-4.193094,-0.043710,0.196745,-0.051626,0.241375,0.189405,-0.295125,-0.596625,-0.076907,0.361997,-0.582638,-1.253847,0.029901,0.035953,0.067900,0.021498,0.017280,0.278451,0.019841,0.035631,0.026954,0.009354,0.002708,1.233843,0.706024,0.049122,0.101983,0.041817,0.022564,0.054644,0.043792,0.112813,0.028777,0.074052,0.103446,0.148173,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.260555,0.091899,3.158349,0.326146,0.179111,0.635155,0.028496,0.342453,0.217867,0.216267,0.214293,-42.395131,-4.181272,-0.027186,0.186050,-0.055155,0.238552,0.164452,-0.263194,-0.609596,-0.057842,0.366877,-0.609880,-1.248282,0.019402,0.027273,0.042312,0.015122,0.010538,0.143805,0.013888,0.021600,0.000587,0.001547,0.003093,0.528296,0.307456,0.020468,0.063472,0.034848,0.015883,0.042043,0.032631,0.058918,0.041528,0.045746,0.050926,0.070954,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.255477,0.123533,3.205963,0.329651,0.163254,0.612997,0.046169,0.340618,0.252473,0.230836,0.226400,-42.340410,-4.219750,-0.044106,0.211669,-0.050752,0.222498,0.166406,-0.260731,-0.603349,-0.068284,0.376022,-0.612476,-1.262756,0.017396,0.019863,0.014701,0.015074,0.008473,0.173960,0.014539,0.048109,0.014291,0.003491,0.001818,0.887136,0.498010,0.031645,0.066357,0.028639,0.021391,0.047914,0.038329,0.082672,0.010367,0.045180,0.062986,0.108679,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.247020,0.121585,3.244606,0.337701,0.171139,0.722815,0.045990,0.414889,0.238578,0.230978,0.227111,-42.403937,-4.171424,-0.059521,0.200858,-0.043803,0.230264,0.176055,-0.265049,-0.621927,-0.057909,0.367718,-0.603376,-1.242191,0.016524,0.016557,0.031674,0.020730,0.014960,0.156872,0.030057,0.043778,0.009333,0.002444,0.002044,1.199354,0.690209,0.041594,0.100263,0.044995,0.026427,0.050057,0.052410,0.083701,0.023387,0.063390,0.090166,0.160103,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.226128,0.154150,3.251289,0.289759,0.158101,0.425137,0.064348,0.244053,0.223733,0.214133,0.209013,-42.162498,-4.308005,-0.051517,0.211103,-0.053700,0.245021,0.172795,-0.279988,-0.620193,-0.061086,0.372349,-0.618405,-1.282060,0.016894,0.029813,0.054450,0.022270,0.017322,0.211188,0.031372,0.033493,0.014453,0.005173,0.000800,0.879561,0.511333,0.023749,0.079515,0.030998,0.010045,0.049791,0.028102,0.076221,0.013957,0.056117,0.069417,0.110325,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.284027,0.131646,2.924873,0.380727,0.244997,0.982967,0.024144,0.364400,0.291200,0.230000,0.186800,-42.325742,-4.140430,-0.096916,0.085649,0.073209,0.013716,0.439522,-0.394185,-0.579333,-0.128936,0.452246,-0.482555,-1.384583,0.093074,0.060119,0.057860,0.050031,0.007497,0.758989,0.011303,0.174800,0.104000,0.042800,0.000400,0.178787,0.151258,0.089384,0.084593,0.062512,0.191581,0.082277,0.002630,0.010874,0.125458,0.097007,0.006097,0.069908,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.248487,0.061008,3.206914,0.302557,0.164132,0.490181,0.031919,0.294304,0.233152,0.223392,0.213408,-42.961132,-3.892295,-0.010474,0.162023,-0.047828,0.199589,0.158855,-0.234033,-0.559842,-0.069061,0.360407,-0.562570,-1.182058,0.017710,0.007257,0.082564,0.018574,0.011234,0.134200,0.015526,0.026784,0.009536,0.009760,0.000992,0.978921,0.520952,0.060277,0.076831,0.027964,0.036525,0.040827,0.042898,0.089154,0.018185,0.046328,0.071863,0.125029,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.217479,0.118697,3.112836,0.278481,0.156568,0.419323,0.040257,0.263032,0.207916,0.207032,0.206105,-41.946818,-4.440273,-0.063142,0.245124,-0.062143,0.228440,0.195622,-0.277147,-0.654814,-0.055058,0.388751,-0.635821,-1.306614,0.009271,0.016926,0.100044,0.016853,0.016501,0.116987,0.018258,0.019158,0.001263,0.001474,0.001474,0.654213,0.369567,0.033575,0.047036,0.024231,0.018012,0.028110,0.035141,0.038961,0.013722,0.036829,0.053056,0.082742,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.230037,0.130611,3.216803,0.300935,0.167604,0.498124,0.033460,0.270989,0.224042,0.216716,0.211158,-42.247279,-4.279893,-0.045724,0.203890,-0.051840,0.216318,0.183616,-0.266603,-0.613591,-0.062955,0.394535,-0.619087,-1.266056,0.015296,0.020562,0.042560,0.021041,0.012345,0.162533,0.017318,0.035116,0.011832,0.005263,0.001305,0.621313,0.347889,0.017908,0.055709,0.022643,0.020158,0.024571,0.029619,0.048222,0.012550,0.025916,0.039461,0.087161,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.231541,0.077808,3.100271,0.310809,0.167356,0.553878,0.050636,0.285867,0.226267,0.218222,0.214711,-43.449485,-3.625165,0.016271,0.096615,-0.009961,0.201594,0.116198,-0.222742,-0.501516,-0.061771,0.314824,-0.530493,-1.096456,0.012921,0.021231,0.079603,0.019809,0.016479,0.140032,0.028686,0.043289,0.010533,0.003111,0.000933,0.763679,0.447236,0.051967,0.072938,0.026502,0.018732,0.047330,0.042008,0.058145,0.011151,0.041251,0.062132,0.100174,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.197892,0.136598,2.969502,0.271962,0.177699,0.398890,0.077542,0.242800,0.183200,0.177067,0.175200,-43.786391,-3.717909,0.378832,0.095509,-0.124878,0.143860,0.086321,-0.127280,-0.460636,-0.039427,0.234401,-0.477913,-1.046619,0.013077,0.043826,0.063059,0.023359,0.016675,0.184695,0.027145,0.058800,0.000800,0.005600,0.006933,1.289745,0.591091,0.201806,0.114730,0.146582,0.114641,0.071439,0.099158,0.098742,0.066505,0.063386,0.127831,0.167731,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.300753,0.044016,3.211468,0.327433,0.160213,0.795624,0.042641,0.359104,0.276544,0.247936,0.215488,-43.101183,-3.793578,-0.028829,0.166292,-0.035640,0.212594,0.147942,-0.243354,-0.547572,-0.074109,0.335493,-0.554042,-1.159474,0.026837,0.008166,0.030506,0.020790,0.011050,0.164877,0.016582,0.025472,0.023296,0.026368,0.012224,1.139503,0.631605,0.045360,0.068954,0.029812,0.028742,0.041152,0.038172,0.092009,0.024237,0.063866,0.081270,0.150512,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.220627,0.117472,3.217664,0.289427,0.159807,0.604205,0.053412,0.298800,0.219900,0.212650,0.199150,-42.527848,-4.118229,-0.028491,0.194288,-0.040558,0.208304,0.165278,-0.266047,-0.570618,-0.076259,0.368081,-0.613692,-1.224160,0.018565,0.017731,0.075663,0.019470,0.013751,0.170350,0.023869,0.036300,0.020700,0.013750,0.001150,0.940495,0.524423,0.051754,0.066907,0.037245,0.032522,0.048000,0.031364,0.096180,0.018395,0.045808,0.056391,0.131401,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.244284,0.217806,3.104134,0.301288,0.166190,0.450773,0.024802,0.261333,0.240800,0.228178,0.216267,-41.791848,-4.536618,-0.025930,0.230559,-0.077846,0.252822,0.198241,-0.297341,-0.650552,-0.068882,0.401691,-0.656815,-1.316904,0.015835,0.024579,0.184742,0.021216,0.010025,0.169336,0.009254,0.037333,0.022311,0.011111,0.001156,0.763697,0.432148,0.046959,0.070311,0.033475,0.022376,0.044085,0.027309,0.067628,0.009225,0.040096,0.053508,0.102113,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.353723,0.223476,3.261329,0.371678,0.168294,0.976347,0.024284,0.442368,0.349984,0.236256,0.222656,-41.994470,-4.353895,-0.051967,0.240857,-0.057165,0.233124,0.195747,-0.299475,-0.640364,-0.084463,0.372552,-0.647120,-1.335137,0.030136,0.011547,0.048764,0.016543,0.008388,0.043315,0.010680,0.014016,0.036896,0.017888,0.005056,0.643452,0.342281,0.057306,0.063265,0.021129,0.021604,0.026290,0.024292,0.061736,0.025970,0.037274,0.055414,0.102497,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.281265,0.232376,3.257370,0.360252,0.198687,0.999398,0.038599,0.400267,0.201013,0.182080,0.181600,-42.144684,-4.178258,-0.140092,0.325607,-0.124790,0.243559,0.183999,-0.278499,-0.647376,-0.096949,0.395038,-0.691792,-1.324916,0.039365,0.014527,0.051364,0.014769,0.015648,0.101682,0.022540,0.018080,0.025547,0.007253,0.007307,0.557848,0.367696,0.155463,0.072257,0.087774,0.088087,0.079962,0.071823,0.088260,0.050138,0.062836,0.062770,0.074754,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.248427,0.139022,3.185504,0.307744,0.162951,0.606513,0.036475,0.313905,0.236571,0.210019,0.209143,-42.620877,-4.063958,-0.034555,0.177721,-0.057346,0.224096,0.171769,-0.263593,-0.581424,-0.061493,0.365030,-0.581129,-1.217572,0.025849,0.027516,0.083592,0.017823,0.012203,0.135624,0.011661,0.038781,0.011581,0.004990,0.005105,0.704865,0.416952,0.025714,0.064686,0.023234,0.018491,0.031293,0.032781,0.065507,0.025908,0.043813,0.054963,0.102002,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.238330,0.214539,3.270412,0.317106,0.158621,0.725119,0.022310,0.386087,0.212904,0.211896,0.211513,-41.816549,-4.517025,-0.038290,0.238060,-0.071159,0.236290,0.191723,-0.289869,-0.638809,-0.067335,0.399006,-0.654665,-1.325878,0.015926,0.017939,0.028760,0.018248,0.012654,0.132144,0.012178,0.039165,0.005739,0.005148,0.005113,0.981333,0.568018,0.046564,0.084667,0.033314,0.034353,0.057259,0.039288,0.097355,0.022069,0.049438,0.068010,0.124163,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.214727,0.131559,3.229453,0.282762,0.158308,0.709438,0.036684,0.291778,0.202444,0.191156,0.186489,-42.162448,-4.364280,-0.012827,0.210183,-0.062908,0.206579,0.195609,-0.272592,-0.613018,-0.060436,0.392027,-0.624660,-1.268913,0.015190,0.023506,0.023200,0.020712,0.016480,0.140388,0.019387,0.029111,0.009911,0.002533,0.003200,1.070336,0.602686,0.049541,0.094044,0.039683,0.030177,0.044008,0.039823,0.101875,0.023214,0.045273,0.074586,0.137585,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.233355,0.070458,3.176833,0.298079,0.161859,0.616122,0.048761,0.307424,0.227584,0.209440,0.204160,-42.717235,-4.013398,-0.032861,0.180589,-0.039653,0.208068,0.160514,-0.246141,-0.575718,-0.071964,0.363228,-0.577713,-1.211498,0.015164,0.018822,0.061259,0.014921,0.011600,0.152802,0.015809,0.030624,0.014272,0.005408,0.001216,0.680631,0.381653,0.029621,0.053462,0.021758,0.014620,0.032064,0.027273,0.059174,0.012222,0.032957,0.053300,0.083720,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.265946,0.105216,3.146933,0.323463,0.173432,0.810864,0.043552,0.343689,0.248356,0.203778,0.201556,-42.512108,-4.125857,-0.032559,0.183306,-0.035084,0.213569,0.166506,-0.269610,-0.580519,-0.054215,0.356879,-0.605463,-1.233140,0.023308,0.020504,0.033191,0.014607,0.012831,0.150340,0.016301,0.021289,0.023022,0.001911,0.001289,0.873946,0.489899,0.034067,0.074654,0.024599,0.009463,0.044874,0.027503,0.079918,0.017129,0.049052,0.060848,0.116689,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.218590,0.167403,3.241209,0.300091,0.167403,0.659024,0.037220,0.298615,0.201108,0.195046,0.192523,-41.994099,-4.398269,-0.029876,0.219187,-0.057668,0.223668,0.195511,-0.285881,-0.637012,-0.069618,0.386202,-0.645056,-1.314925,0.010732,0.018626,0.045311,0.019699,0.013946,0.136619,0.007936,0.015662,0.008492,0.005754,0.007600,1.063763,0.636917,0.059342,0.086550,0.038231,0.025179,0.048515,0.042399,0.094793,0.023152,0.052026,0.081477,0.134293,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.377557,0.195817,3.258746,0.377532,0.171579,0.842139,0.030327,0.405200,0.374109,0.314436,0.255236,-41.957488,-4.295171,-0.066206,0.238210,-0.055443,0.253146,0.170653,-0.297807,-0.654405,-0.089905,0.365536,-0.686587,-1.366464,0.015412,0.019278,0.053952,0.016141,0.013245,0.118140,0.015850,0.009709,0.014327,0.024182,0.020400,0.794655,0.484690,0.054513,0.073799,0.033670,0.027045,0.047906,0.040864,0.084658,0.028603,0.054791,0.062012,0.109121,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.349572,0.090239,3.158692,0.356803,0.161975,1.021098,0.044834,0.384492,0.351138,0.264615,0.204677,-43.801014,-3.409225,0.028691,0.102061,-0.032155,0.189711,0.120529,-0.207543,-0.491136,-0.069765,0.298429,-0.504200,-1.081349,0.021925,0.009927,0.070486,0.021755,0.015015,0.181667,0.010625,0.023385,0.018708,0.044431,0.006400,0.825888,0.449270,0.062375,0.071367,0.043353,0.034420,0.034528,0.032381,0.074618,0.018535,0.059912,0.070637,0.115854,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.283304,0.242374,3.277441,0.347758,0.173676,0.906832,0.039487,0.397631,0.265938,0.209692,0.209046,-41.754130,-4.554662,-0.077979,0.402636,-0.158950,0.284117,0.147487,-0.287278,-0.629947,-0.079136,0.354455,-0.675181,-1.350949,0.016906,0.016679,0.033560,0.013947,0.010150,0.089491,0.013749,0.017754,0.012831,0.008092,0.008000,0.808581,0.422001,0.131816,0.125690,0.103582,0.077412,0.114752,0.086619,0.128215,0.067982,0.092253,0.101509,0.136014,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.231130,0.234586,3.230152,0.324255,0.163767,0.937107,0.035491,0.397927,0.214691,0.200800,0.197491,-42.256330,-4.261588,0.000979,0.217433,-0.053043,0.194283,0.204863,-0.283948,-0.610512,-0.082400,0.374766,-0.644516,-1.276678,0.009025,0.023519,0.054870,0.017479,0.012233,0.105174,0.017230,0.036327,0.016073,0.008145,0.005564,1.177356,0.694097,0.118091,0.106053,0.083359,0.065485,0.061254,0.064363,0.117642,0.049714,0.068787,0.091621,0.143874,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.266907,0.059472,2.998659,0.313828,0.171002,0.824849,0.022250,0.327467,0.245760,0.216000,0.205227,-43.000483,-3.828371,-0.046315,0.181777,-0.038965,0.188153,0.175143,-0.258821,-0.547873,-0.073518,0.342588,-0.563952,-1.188276,0.026074,0.018394,0.105552,0.023091,0.016983,0.172148,0.010484,0.050667,0.040747,0.012480,0.003947,0.660221,0.386846,0.030357,0.050665,0.019175,0.027422,0.038812,0.026397,0.064156,0.025414,0.043128,0.048814,0.069647,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.227735,0.096849,3.172292,0.311191,0.167873,0.597412,0.049200,0.292471,0.216753,0.209506,0.202588,-43.288426,-3.680482,-0.012748,0.125243,-0.041187,0.228649,0.146261,-0.247807,-0.537896,-0.061328,0.324041,-0.533168,-1.137791,0.014576,0.023579,0.065324,0.014604,0.009731,0.168764,0.018285,0.033176,0.012706,0.005647,0.002024,0.901178,0.499364,0.040249,0.085005,0.028115,0.016102,0.037974,0.029358,0.075205,0.012843,0.043348,0.061535,0.125769,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.247894,0.100995,3.171613,0.316187,0.167424,0.798648,0.038705,0.353184,0.230016,0.213568,0.207744,-42.758847,-3.993393,-0.022281,0.152374,-0.023052,0.227084,0.149505,-0.243471,-0.581425,-0.083702,0.367557,-0.573583,-1.194877,0.018591,0.014660,0.050826,0.018744,0.010710,0.131270,0.014029,0.028960,0.017728,0.004288,0.002688,0.862668,0.482674,0.042928,0.073407,0.033674,0.019335,0.035567,0.041230,0.065823,0.020468,0.039566,0.060939,0.116930,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.255976,0.062716,3.138513,0.314045,0.166527,0.873804,0.026578,0.341295,0.229295,0.204114,0.200190,-43.267579,-3.759566,0.022653,0.128311,-0.043096,0.207791,0.131971,-0.236249,-0.502999,-0.062278,0.328126,-0.536526,-1.111203,0.024515,0.018497,0.064071,0.019028,0.012226,0.176095,0.009972,0.027086,0.012838,0.002210,0.003010,0.908068,0.447619,0.064514,0.088873,0.023511,0.032123,0.037596,0.040028,0.094306,0.017265,0.045818,0.078333,0.142839,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.267414,0.045933,3.185964,0.321412,0.161912,0.865249,0.035998,0.388089,0.242815,0.217156,0.212296,-43.073396,-3.806872,-0.019212,0.146546,-0.037363,0.212378,0.142055,-0.238289,-0.537956,-0.078419,0.347647,-0.550187,-1.170699,0.022359,0.012796,0.075565,0.019256,0.010620,0.127569,0.018836,0.036444,0.029007,0.006193,0.002459,0.869433,0.481834,0.037589,0.069386,0.030459,0.028422,0.040065,0.035301,0.079446,0.017555,0.039902,0.071430,0.119714,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.241593,0.072584,3.042970,0.300928,0.171407,0.834016,0.034349,0.359400,0.215533,0.195600,0.193467,-43.212495,-3.743026,0.008944,0.158183,-0.050965,0.209533,0.144495,-0.240592,-0.539031,-0.058995,0.318176,-0.564454,-1.138499,0.033093,0.018286,0.112586,0.016289,0.020207,0.232410,0.008989,0.054333,0.020600,0.006133,0.007600,0.906854,0.493766,0.067829,0.074977,0.028211,0.041462,0.062764,0.032386,0.083911,0.020366,0.073199,0.060804,0.119098,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.222667,0.139874,3.177074,0.285231,0.163454,0.517165,0.037410,0.266889,0.219733,0.212800,0.204356,-42.184290,-4.347195,-0.038027,0.225217,-0.072351,0.233878,0.200155,-0.273587,-0.643048,-0.053610,0.377403,-0.594155,-1.266168,0.013033,0.026873,0.057629,0.019456,0.013959,0.189761,0.011503,0.038533,0.013244,0.007289,0.001867,0.888925,0.481600,0.036969,0.077171,0.022492,0.013063,0.038192,0.034898,0.065814,0.011636,0.037835,0.087529,0.110985,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.245076,0.036431,2.977826,0.300900,0.187396,0.838187,0.026049,0.315840,0.218400,0.194400,0.172480,-42.645236,-4.065161,0.041444,0.103046,-0.036788,0.285468,0.132350,-0.219253,-0.634719,-0.114217,0.385831,-0.554803,-1.212242,0.051801,0.016745,0.215943,0.041604,0.021771,0.305427,0.010476,0.072320,0.043360,0.020640,0.003200,0.684403,0.366915,0.129824,0.114799,0.049550,0.112555,0.060338,0.083846,0.081328,0.082910,0.055709,0.061572,0.081243,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.224313,0.171167,3.217766,0.285199,0.160218,0.421031,0.054167,0.245410,0.218629,0.210971,0.205105,-42.345566,-4.268821,-0.008505,0.215805,-0.060160,0.190414,0.187799,-0.260451,-0.595055,-0.059755,0.377574,-0.610613,-1.253080,0.013325,0.018950,0.050381,0.017964,0.014114,0.177715,0.020292,0.035124,0.010781,0.006171,0.003200,1.211543,0.637485,0.069399,0.091339,0.035027,0.048180,0.061730,0.058621,0.118768,0.022301,0.053359,0.091841,0.156487,C:/Users/XPS/Desktop/Clean This/Training Data/sv
